
id,branch,year,subject,question_text,Qyear,mark_weightage
25,CSE,FY,Mathematics,"Find the inverse of the matrix [[1, 3, 3], [1, 4, 3], [1, 3, 4]].",2019,6
26,CSE,FY,Mathematics,"Solve the system of linear equations: x + y + z = 6, x - y + z = 2, 2x + y - z = 1.",2019,8
27,CSE,FY,Mathematics,Define a continuous function.,2019,4
28,CSE,FY,Mathematics,Evaluate the integral of tan(x) dx.,2019,4
29,CSE,FY,Chemistry,What is corrosion? Explain the electrochemical theory of corrosion.,2019,8
30,CSE,FY,Chemistry,Differentiate between thermoplastics and thermosetting plastics.,2019,6
31,CSE,FY,Chemistry,Define hardness of water and explain its types. How is hardness removed by the zeolite process?,2019,8
32,CSE,FY,Chemistry,What are polymers? Classify them based on their structure.,2019,6
33,CSE,FY,Chemistry,Explain the concept of pH and pOH.,2019,4
34,CSE,FY,Chemistry,Describe the process of vulcanization of rubber.,2019,4
35,CSE,FY,Chemistry,What is a buffer solution? Give an example.,2019,4
36,CSE,FY,Chemistry,Explain the working of a galvanic cell with a neat diagram.,2019,8
37,CSE,FY,Chemistry,What are nanomaterials? List any four applications.,2019,6
38,CSE,FY,Chemistry,State Faraday's laws of electrolysis.,2019,4
39,CSE,FY,Chemistry,Explain the concept of atom economy in green chemistry.,2019,4
40,CSE,FY,Chemistry,What do you understand by biodegradable polymers?,2019,4
41,CSE,FY,Chemistry,Describe the structure of graphite.,2019,4
42,CSE,FY,Chemistry,Define an electrolyte and a non-electrolyte.,2019,4
43,CSE,FY,Mechanics,State and prove Varignon's theorem of moments.,2019,8
44,CSE,FY,Mechanics,Differentiate between kinetics and kinematics.,2019,4
45,CSE,FY,Mechanics,State Newton's three laws of motion.,2019,6
46,CSE,FY,Mechanics,What is a free body diagram? Draw one for a ladder resting against a wall.,2019,4
47,CSE,FY,Mechanics,Define momentum and impulse. State the impulse-momentum theorem.,2019,6
48,CSE,FY,Mechanics,Explain the principle of conservation of energy.,2019,6
49,CSE,FY,Mechanics,What is friction? List its types.,2019,4
50,CSE,FY,Mechanics,Define 'moment of a force' and give its unit.,2019,4
51,CSE,FY,Mechanics,A block of weight 500N is kept on a rough horizontal plane (mu=0.2). Find the force required to just move the block.,2019,8
52,CSE,FY,Mechanics,Explain the concept of instantaneous center of rotation.,2019,6
53,CSE,FY,Mechanics,Define coefficient of restitution.,2019,4
54,CSE,FY,Mechanics,What is the condition for static equilibrium of a rigid body?,2019,4
55,CSE,FY,Mechanics,State Lami's theorem.,2019,4
56,CSE,FY,Mechanics,A car accelerates from rest to 72 km/h in 10 seconds. Find its acceleration and the distance covered.,2019,8
57,CSE,FY,Basic Electrical Engg,State and explain Kirchhoff's Current Law (KCL) and Voltage Law (KVL).,2019,8
58,CSE,FY,Basic Electrical Engg,State and explain Ohm's law.,2019,4
59,CSE,FY,Basic Electrical Engg,Derive the expression for the equivalent resistance of three resistors connected in parallel.,2019,6
60,CSE,FY,Basic Electrical Engg,Explain the working principle of a DC motor.,2019,8
61,CSE,FY,Basic Electrical Engg,What is a transformer? Explain its construction.,2019,6
62,CSE,FY,Basic Electrical Engg,Differentiate between an ideal and a practical voltage source.,2019,4
63,CSE,FY,Basic Electrical Engg,Explain the concept of RMS value and average value of an AC waveform.,2019,4
64,CSE,FY,Basic Electrical Engg,"A sinusoidal voltage is given by v = 200*sin(314t). Find the frequency, RMS voltage, and instantaneous voltage at t=2ms.",2019,8
65,CSE,FY,Basic Electrical Engg,What is a three-phase system? List its advantages over a single-phase system.,2019,6
66,CSE,FY,Basic Electrical Engg,Explain the concept of power factor.,2019,4
67,CSE,FY,Basic Electrical Engg,Define capacitance and inductance.,2019,4
68,CSE,FY,Basic Electrical Engg,Describe the working of a moving-iron instrument.,2019,6
69,CSE,FY,Basic Electrical Engg,What is the superposition theorem?,2019,4
70,CSE,FY,Basic Electrical Engg,Explain star and delta connections in a 3-phase system.,2019,4
71,CSE,SY,OS,What is an operating system? Explain its main functions.,2019,6
72,CSE,SY,OS,Describe the structure of a Process Control Block (PCB).,2019,6
73,CSE,SY,OS,Differentiate between a process and a thread.,2019,4
74,CSE,SY,OS,What is a deadlock? Explain the four necessary conditions for a deadlock.,2019,8
75,CSE,SY,OS,"Explain different types of CPU schedulers (Long-Term, Short-Term, Medium-Term).",2019,8
76,CSE,SY,OS,What is a semaphore? Explain its types.,2019,6
77,CSE,SY,OS,Explain the concept of virtual memory.,2019,4
78,CSE,SY,OS,"Explain the First-Fit, Best-Fit, and Worst-Fit memory allocation algorithms.",2019,8
79,CSE,SY,OS,What is fragmentation? Explain its types.,2019,4
80,CSE,SY,OS,Explain the concept of a system call.,2019,4
81,CSE,SY,OS,Differentiate between preemptive and non-preemptive scheduling.,2019,4
82,CSE,SY,OS,What is a file? List its attributes.,2019,4
83,CSE,SY,OS,Explain the theory behind page replacement algorithms.,2019,8
84,CSE,SY,OS,Explain the Dining Philosophers problem.,2019,8
85,CSE,SY,DBMS,Compare and contrast a DBMS with a traditional file processing system.,2019,6
86,CSE,SY,DBMS,What is data integrity? Explain entity integrity and referential integrity.,2019,4
87,CSE,SY,DBMS,"What is normalization? Explain 1NF, 2NF, and 3NF with a suitable example.",2019,8
88,CSE,SY,DBMS,Describe the three-tier architecture of a DBMS with a neat diagram.,2019,8
89,CSE,SY,DBMS,Explain the difference between a primary key and a foreign key.,2019,4
90,CSE,SY,DBMS,"What is an ER diagram? Draw the symbols for entity, weak entity, attribute, and relationship.",2019,8
91,CSE,SY,DBMS,Explain the ACID properties of a transaction in a database.,2019,6
92,CSE,SY,DBMS,What is a JOIN in SQL? Explain INNER and LEFT JOIN with an example.,2019,6
93,CSE,SY,DBMS,Differentiate between the DELETE and TRUNCATE commands in SQL.,2019,4
94,CSE,SY,DBMS,What is a database schema? Explain its different levels.,2019,4
95,CSE,SY,DBMS,Write a SQL query to find the second highest salary from an Employee table.,2019,8
96,CSE,SY,DBMS,Explain the concept of database indexing.,2019,4
97,CSE,SY,DBMS,What is a view in SQL and what are its advantages?,2019,4
98,CSE,SY,DBMS,"List the different types of SQL commands (DDL, DML, DCL).",2019,4
99,CSE,SY,CN,What is a computer network? Explain its goals and applications.,2019,6
100,CSE,SY,CN,Explain the seven layers of the OSI reference model with a diagram.,2019,8
101,CSE,SY,CN,"Differentiate between TCP and UDP protocols based on reliability, connection, and speed.",2019,4
102,CSE,SY,CN,"What is an IP address? Explain the different classes (A, B, C) of IPv4 addressing.",2019,8
103,CSE,SY,CN,Explain the working of the CSMA/CD protocol.,2019,6
104,CSE,SY,CN,"What is a network topology? Explain Bus, Star, and Ring topologies with diagrams.",2019,8
105,CSE,SY,CN,Differentiate between a switch and a router.,2019,4
106,CSE,SY,CN,What is subnetting and why is it used in networks?,2019,6
107,CSE,SY,CN,Explain the concept of packet switching.,2019,4
108,CSE,SY,CN,What is the function of the Domain Name System (DNS)?,2019,4
109,CSE,SY,CN,Compare any two types of guided transmission media.,2019,4
110,CSE,SY,CN,What is a firewall? Explain its basic working principle.,2019,6
111,CSE,SY,CN,What is data encapsulation in the context of network protocols?,2019,4
112,CSE,SY,CN,How is a MAC address different from an IP address?,2019,4
113,CSE,SY,DAA,What is an algorithm? Explain its characteristics.,2019,6
114,CSE,SY,DAA,"Explain Asymptotic notations Big-O, Big-Omega, and Big-Theta.",2019,8
115,CSE,SY,DAA,Write the algorithm for Binary Search and analyze its complexity.,2019,6
116,CSE,SY,DAA,What is the Divide and Conquer strategy? Give two examples.,2019,4
117,CSE,SY,DAA,Explain the Quick Sort algorithm with an example.,2019,8
118,CSE,SY,DAA,Differentiate between Dynamic Programming and the Greedy Method.,2019,4
119,CSE,SY,DAA,What is a Minimum Spanning Tree? Explain Kruskal's algorithm.,2019,8
120,CSE,SY,DAA,Explain the 0/1 Knapsack problem and state its recurrence relation.,2019,8
121,CSE,SY,DAA,What is backtracking? Explain the N-Queens problem.,2019,6
122,CSE,SY,DAA,"Differentiate between P, NP, and NP-Complete classes of problems.",2019,4
123,CSE,SY,DAA,Explain Dijkstra's algorithm for finding the shortest path.,2019,8
124,CSE,SY,DAA,What is a recurrence relation? Solve T(n) = 2T(n/2) + n.,2019,6
125,CSE,SY,DAA,Explain the concept of Job Sequencing with Deadlines.,2019,4
126,CSE,SY,DAA,What is the Traveling Salesperson Problem?,2019,4
127,CSE,SY,TOC,Differentiate between a DFA and an NFA.,2019,6
128,CSE,SY,TOC,What is a regular expression? Give an example for a language that accepts all strings starting with 'a'.,2019,4
129,CSE,SY,TOC,Explain the Chomsky Hierarchy of languages.,2019,8
130,CSE,SY,TOC,What is the Pumping Lemma for regular languages? Use it to prove that {a^n b^n | n>=0} is not regular.,2019,8
131,CSE,SY,TOC,What is a context-free grammar (CFG)? Give an example.,2019,6
132,CSE,SY,TOC,Design a Turing Machine to accept the language L = {0^n 1^n | n >= 1}.,2019,8
133,CSE,SY,TOC,Explain the concept of a Pushdown Automaton (PDA).,2019,6
134,CSE,SY,TOC,Differentiate between Mealy and Moore machines.,2019,4
135,CSE,SY,TOC,"Define 'alphabet', 'string', and 'language' in TOC.",2019,4
136,CSE,SY,TOC,What is the Halting Problem of a Turing Machine?,2019,6
137,CSE,SY,TOC,"Construct a DFA that accepts all strings over {0,1} ending in '01'.",2019,8
138,CSE,SY,TOC,What is an ambiguous grammar? Give an example.,2019,4
139,CSE,SY,TOC,Convert the regular expression (0+1)*1 into an NFA.,2019,4
140,CSE,SY,TOC,What is meant by an undecidable problem?,2019,4
141,CSE,TY,Software Engineering,What is the Software Development Life Cycle (SDLC)? Explain the Waterfall model.,2019,8
142,CSE,TY,Software Engineering,Explain the key differences between the Waterfall and Agile models.,2019,6
143,CSE,TY,Software Engineering,What is requirements elicitation? List four different techniques.,2019,6
144,CSE,TY,Software Engineering,What is software testing? Explain the difference between black-box and white-box testing.,2019,8
145,CSE,TY,Software Engineering,Describe the concept of software maintenance and its types.,2019,4
146,CSE,TY,Software Engineering,What is a data flow diagram (DFD)? Draw the symbols used.,2019,6
147,CSE,TY,Software Engineering,Explain the concept of cohesion and coupling in software design.,2019,6
148,CSE,TY,Software Engineering,What is a functional requirement? Give an example.,2019,4
149,CSE,TY,Software Engineering,Explain the Spiral Model with a neat diagram.,2019,8
150,CSE,TY,Software Engineering,What is regression testing?,2019,4
151,CSE,TY,Software Engineering,Define verification and validation.,2019,4
152,CSE,TY,Software Engineering,What is a Use Case in software engineering?,2019,4
153,CSE,TY,Software Engineering,Explain the concept of risk management in software projects.,2019,4
154,CSE,TY,Software Engineering,What are the different levels of testing?,2019,8
155,CSE,TY,Machine Learning,"Differentiate between supervised, unsupervised, and reinforcement learning.",2019,6
156,CSE,TY,Machine Learning,Explain the working of the K-Means clustering algorithm with a simple example.,2019,8
157,CSE,TY,Machine Learning,What is overfitting? How can you prevent it?,2019,6
158,CSE,TY,Machine Learning,Describe the Naive Bayes classification algorithm. Why is it called 'naive'?,2019,8
159,CSE,TY,Machine Learning,What is a decision tree? Explain the concept of entropy and information gain.,2019,8
160,CSE,TY,Machine Learning,Define precision and recall. Why is there a trade-off between them?,2019,4
161,CSE,TY,Machine Learning,What is gradient descent? Differentiate between batch and stochastic gradient descent.,2019,8
162,CSE,TY,Machine Learning,Explain the concept of a confusion matrix.,2019,4
163,CSE,TY,Machine Learning,What is feature engineering?,2019,4
164,CSE,TY,Machine Learning,Describe the k-Nearest Neighbors (k-NN) algorithm.,2019,6
165,CSE,TY,Machine Learning,What is a neural network? Briefly explain its basic components.,2019,6
166,CSE,TY,Machine Learning,Explain what a hyperparameter is.,2019,4
167,CSE,TY,Machine Learning,What is the purpose of a training set and a testing set?,2019,4
168,CSE,TY,Machine Learning,Briefly explain what a Support Vector Machine (SVM) does.,2019,4
169,CSE,TY,Web Technologies,What is HTML? Explain the structure of a basic HTML document.,2019,6
170,CSE,TY,Web Technologies,What is CSS? Explain the three ways to include CSS in a webpage.,2019,8
171,CSE,TY,Web Technologies,Differentiate between the GET and POST HTTP methods.,2019,4
172,CSE,TY,Web Technologies,What is JavaScript? Explain its role in making webpages interactive.,2019,4
173,CSE,TY,Web Technologies,Explain the concept of the Document Object Model (DOM).,2019,8
174,CSE,TY,Web Technologies,What is a cookie and what is it used for?,2019,4
175,CSE,TY,Web Technologies,Explain the difference between client-side and server-side scripting.,2019,6
176,CSE,TY,Web Technologies,What is AJAX? Explain how it works.,2019,8
177,CSE,TY,Web Technologies,Write a simple JavaScript function to validate a form field to ensure it is not empty.,2019,8
178,CSE,TY,Web Technologies,What is responsive web design?,2019,4
179,CSE,TY,Web Technologies,Explain the CSS box model.,2019,6
180,CSE,TY,Web Technologies,What is the purpose of the <head> tag in an HTML document?,2019,4
181,CSE,TY,Web Technologies,What is JSON? Give an example of a JSON object.,2019,4
182,CSE,TY,Web Technologies,Explain the concept of a session in web applications.,2019,4
183,CSE,TY,Computer Graphics,Explain the Bresenham's line drawing algorithm with an example.,2019,8
184,CSE,TY,Computer Graphics,What is a raster scan display? How does it differ from a random scan display?,2019,6
185,CSE,TY,Computer Graphics,"Explain 2D transformations: translation, scaling, and rotation.",2019,8
186,CSE,TY,Computer Graphics,What is the Cohen-Sutherland line clipping algorithm?,2019,8
187,CSE,TY,Computer Graphics,Differentiate between parallel and perspective projection.,2019,4
188,CSE,TY,Computer Graphics,What are Bezier curves? List their properties.,2019,6
189,CSE,TY,Computer Graphics,Explain the scan-line polygon filling algorithm.,2019,8
190,CSE,TY,Computer Graphics,What is computer graphics? List some of its applications.,2019,4
191,CSE,TY,Computer Graphics,Define 'aspect ratio' and 'resolution' of a display.,2019,4
192,CSE,TY,Computer Graphics,Explain the concept of homogeneous coordinates.,2019,4
193,CSE,TY,Computer Graphics,What is shading? Explain Gouraud shading.,2019,6
194,CSE,TY,Computer Graphics,Describe the RGB color model.,2019,4
195,CSE,TY,Computer Graphics,What is a viewing pipeline in 3D graphics?,2019,4
196,CSE,TY,Computer Graphics,Explain the Z-buffer algorithm for hidden surface removal.,2019,6
197,CSE,TY,Compiler Design,What are the phases of a compiler? Draw a diagram showing the flow.,2019,8
198,CSE,TY,Compiler Design,Differentiate between a compiler and an interpreter.,2019,4
199,CSE,TY,Compiler Design,What is a symbol table and what is its purpose?,2019,6
200,CSE,TY,Compiler Design,Explain the role of the lexical analyzer.,2019,4
201,CSE,TY,Compiler Design,What is a context-free grammar (CFG)? Give an example.,2019,4
202,CSE,TY,Compiler Design,Differentiate between top-down and bottom-up parsing.,2019,4
203,CSE,TY,Compiler Design,What is left recursion and how can it be eliminated?,2019,8
204,CSE,TY,Compiler Design,Explain the concept of an activation record.,2019,6
205,CSE,TY,Compiler Design,What is three-address code? Give an example.,2019,4
206,CSE,TY,Compiler Design,Explain the concept of code optimization and list its types.,2019,8
207,CSE,TY,Compiler Design,What is a parser? Explain the role of a parser.,2019,4
208,CSE,TY,Compiler Design,"Define 'token', 'lexeme', and 'pattern'.",2019,6
209,CSE,TY,Compiler Design,What is syntax-directed translation?,2019,8
210,CSE,TY,Compiler Design,Explain the concept of garbage collection.,2019,6
211,CSE,Final Year,Cloud Computing,"What is Cloud Computing? Explain the three main service models (IaaS, PaaS, SaaS).",2019,8
212,CSE,Final Year,Cloud Computing,"Describe the different cloud deployment models: Public, Private, and Hybrid.",2019,6
213,CSE,Final Year,Cloud Computing,What is virtualization? Explain its role in enabling cloud computing.,2019,6
214,CSE,Final Year,Cloud Computing,Explain the concept of load balancing in the cloud. List two common algorithms.,2019,6
215,CSE,Final Year,Cloud Computing,What is containerization? How is it different from full virtualization?,2019,8
216,CSE,Final Year,Cloud Computing,Explain the 'pay-as-you-go' pricing model in cloud services.,2019,4
217,CSE,Final Year,Cloud Computing,What is a Content Delivery Network (CDN) and how does it improve performance?,2019,4
218,CSE,Final Year,Cloud Computing,Explain the concept of auto-scaling.,2019,4
219,CSE,Final Year,Cloud Computing,What is a Virtual Private Cloud (VPC)?,2019,4
220,CSE,Final Year,Cloud Computing,Describe the CAP theorem.,2019,8
221,CSE,Final Year,Cloud Computing,What is multi-tenancy?,2019,4
222,CSE,Final Year,Cloud Computing,What are the benefits of using a serverless architecture?,2019,4
223,CSE,Final Year,Cloud Computing,Discuss the key security concerns in a public cloud.,2019,8
224,CSE,Final Year,Cloud Computing,What is an API gateway?,2019,4
225,CSE,Final Year,Cyber Security,What is the CIA triad in information security? Explain each component.,2019,6
226,CSE,Final Year,Cyber Security,Differentiate between symmetric and asymmetric encryption.,2019,4
227,CSE,Final Year,Cyber Security,What is a firewall? Explain the difference between a stateless and a stateful firewall.,2019,8
228,CSE,Final Year,Cyber Security,What is a DDoS attack and what are its common mitigation strategies?,2019,8
229,CSE,Final Year,Cyber Security,Explain the concept of a digital signature and how it ensures non-repudiation.,2019,8
230,CSE,Final Year,Cyber Security,What is SQL Injection? Provide an example of a vulnerable query.,2019,6
231,CSE,Final Year,Cyber Security,"Differentiate between a virus, a worm, and a trojan horse.",2019,4
232,CSE,Final Year,Cyber Security,What is phishing? Give an example of a phishing email.,2019,4
233,CSE,Final Year,Cyber Security,Explain the principle of least privilege.,2019,4
234,CSE,Final Year,Cyber Security,What is two-factor authentication (2FA)?,2019,4
235,CSE,Final Year,Cyber Security,Describe the role of a VPN (Virtual Private Network).,2019,4
236,CSE,Final Year,Cyber Security,What is hashing? How is it different from encryption?,2019,6
237,CSE,Final Year,Cyber Security,Explain a man-in-the-middle (MITM) attack.,2019,6
238,CSE,Final Year,Cyber Security,Define 'malware' and list three different types.,2019,4
239,CSE,Final Year,Project Management,Describe the five phases of the project management lifecycle.,2019,8
240,CSE,Final Year,Project Management,What is a Gantt chart and what is it used for?,2019,4
241,CSE,Final Year,Project Management,Differentiate between Agile and Waterfall methodologies.,2019,6
242,CSE,Final Year,Project Management,What is risk management in the context of a project?,2019,6
243,CSE,Final Year,Project Management,Explain the role of a project manager.,2019,4
244,CSE,Final Year,Project Management,What are stakeholders in a project?,2019,4
245,CSE,Final Year,Project Management,Describe the concept of project scope.,2019,4
246,CSE,Final Year,Project Management,What is a Work Breakdown Structure (WBS)?,2019,6
247,CSE,Final Year,Project Management,"Explain the iron triangle of project management (scope, time, cost).",2019,4
248,CSE,Final Year,Project Management,What is a critical path in project scheduling?,2019,6
249,CSE,Final Year,Project Management,Describe the Scrum framework within Agile.,2019,8
250,CSE,Final Year,Project Management,What is a project budget?,2019,4
251,CSE,Final Year,Project Management,Explain the importance of communication in project management.,2019,4
252,CSE,Final Year,Project Management,What is change management?,2019,4
253,CSE,Final Year,NLP,What is tokenization in NLP?,2019,4
254,CSE,Final Year,NLP,Explain the concept of Stemming and Lemmatization with examples.,2019,6
255,CSE,Final Year,NLP,What are word embeddings? Explain the basic idea behind Word2Vec.,2019,8
256,CSE,Final Year,NLP,Describe the architecture of a transformer model.,2019,8
257,CSE,Final Year,NLP,What is Named Entity Recognition (NER)?,2019,6
258,CSE,Final Year,NLP,Explain the Bag-of-Words (BoW) model and its limitations.,2019,4
259,CSE,Final Year,NLP,What is TF-IDF and how is it calculated?,2019,8
260,CSE,Final Year,NLP,Describe the concept of sentiment analysis.,2019,4
261,CSE,Final Year,NLP,What are N-grams? Give an example of a bigram and a trigram.,2019,4
262,CSE,Final Year,NLP,Explain the role of stop words in text processing.,2019,4
263,CSE,Final Year,NLP,What is a Recurrent Neural Network (RNN) and why is it suitable for NLP tasks?,2019,8
264,CSE,Final Year,NLP,Explain the concept of machine translation.,2019,4
265,CSE,Final Year,NLP,What is text summarization? Differentiate between extractive and abstractive summarization.,2019,4
266,CSE,Final Year,NLP,Describe the function of a part-of-speech (POS) tagger.,2019,4
267,CSE,Final Year,Distributed Systems,What is a distributed system? List its characteristics.,2019,8
268,CSE,Final Year,Distributed Systems,Explain the concept of transparency in a distributed system.,2019,6
269,CSE,Final Year,Distributed Systems,What is RPC (Remote Procedure Call)? Explain how it works.,2019,8
270,CSE,Final Year,Distributed Systems,Differentiate between a monolithic kernel and a microkernel.,2019,4
271,CSE,Final Year,Distributed Systems,What is clock synchronization? Explain Lamport's logical clocks.,2019,8
272,CSE,Final Year,Distributed Systems,Explain the concept of mutual exclusion in distributed systems.,2019,4
273,CSE,Final Year,Distributed Systems,What is the CAP theorem? Explain its components.,2019,8
274,CSE,Final Year,Distributed Systems,Describe the Bully algorithm for leader election.,2019,6
275,CSE,Final Year,Distributed Systems,What is a distributed file system (DFS)?,2019,4
276,CSE,Final Year,Distributed Systems,Explain the concept of fault tolerance.,2019,6
277,CSE,Final Year,Distributed Systems,Differentiate between a stateful and a stateless server.,2019,4
278,CSE,Final Year,Distributed Systems,What is replication and why is it used?,2019,4
279,CSE,Final Year,Distributed Systems,Explain the two-phase commit (2PC) protocol.,2019,8
280,CSE,Final Year,Distributed Systems,What is middleware in the context of distributed systems?,2019,4
281,CSE,FY,Physics,Explain the de Broglie hypothesis of matter waves.,2020,6
282,CSE,FY,Physics,State the principle of the Hall effect and explain how it can be used to determine carrier concentration.,2020,8
283,CSE,FY,Physics,Explain the construction and working of a Ruby laser with a neat diagram.,2020,8
284,CSE,FY,Physics,Write down Maxwell's equations in their differential form and state their physical significance.,2020,8
285,CSE,FY,Physics,What are Type I and Type II superconductors? Show their response to a magnetic field with a graph.,2020,6
286,CSE,FY,Physics,Explain the phenomenon of interference of light.,2020,4
287,CSE,FY,Physics,Describe the I-V characteristics of a P-N junction diode.,2020,6
288,CSE,FY,Physics,What are the key experimental observations of the photoelectric effect?,2020,4
289,CSE,FY,Physics,Define electric potential and its SI unit.,2020,4
290,CSE,FY,Physics,What are the laws of reflection and refraction?,2020,4
291,CSE,FY,Physics,Explain the concept of an optical fiber.,2020,4
292,CSE,FY,Physics,What is a transistor? Explain its basic working as a switch.,2020,6
293,CSE,FY,Physics,Derive the time-independent Schrodinger wave equation.,2020,8
294,CSE,FY,Physics,What is meant by 'doping' in a semiconductor?,2020,4
295,CSE,FY,Mathematics,"Find the rank of the matrix A = [[1, 1, 1], [1, 1, 1], [1, 1, 1]].",2020,6
296,CSE,FY,Mathematics,"Verify Lagrange's Mean Value Theorem for f(x) = x^2 in [1, 3].",2020,6
297,CSE,FY,Mathematics,Solve the differential equation (D^2 - 3D + 2)y = sin(x).,2020,8
298,CSE,FY,Mathematics,Find the Laplace transform of e^(2t)*cos(4t).,2020,6
299,CSE,FY,Mathematics,Evaluate the double integral of xy over the region bounded by y=sqrt(x) and y=x.,2020,8
300,CSE,FY,Mathematics,"Find the Fourier series for f(x) = |x| in the interval (-pi, pi).",2020,8
301,CSE,FY,Mathematics,"Show that the vectors (1,2,1), (2,1,0), (1,-1,2) are linearly independent.",2020,4
302,CSE,FY,Mathematics,"Find the eigenvalues and eigenvectors of the matrix [[5, 4], [1, 2]].",2020,8
303,CSE,FY,Mathematics,Test the convergence of the alternating series sum((-1)^n / n).,2020,4
304,CSE,FY,Mathematics,"If u = f(y/x), show that x*(du/dx) + y*(du/dy) = 0.",2020,4
305,CSE,FY,Mathematics,Find the inverse of a 3x3 matrix using elementary row operations.,2020,6
306,CSE,FY,Mathematics,"Solve the system of equations using Cramer's rule: x+y=3, x-y=1.",2020,6
307,CSE,FY,Mathematics,Define a divergent sequence.,2020,4
308,CSE,FY,Mathematics,Evaluate the integral of sec^2(x) dx.,2020,4
309,CSE,FY,Chemistry,What is electrochemical corrosion? Explain its mechanism.,2020,8
310,CSE,FY,Chemistry,What is the difference between thermoplastic and thermosetting polymers?,2020,6
311,CSE,FY,Chemistry,Explain the ion-exchange method for softening of hard water.,2020,8
312,CSE,FY,Chemistry,What is polymerization? Give the reaction for the formation of PVC.,2020,6
313,CSE,FY,Chemistry,"Define pH, pOH, and pKa.",2020,4
314,CSE,FY,Chemistry,What is vulcanization?,2020,4
315,CSE,FY,Chemistry,What is a buffer solution and its types?,2020,4
316,CSE,FY,Chemistry,Explain the principle of a hydrogen fuel cell.,2020,8
317,CSE,FY,Chemistry,What are carbon nanotubes? Mention two properties.,2020,6
318,CSE,FY,Chemistry,State and explain Faraday's first law of electrolysis.,2020,4
319,CSE,FY,Chemistry,What are the principles of green chemistry?,2020,4
320,CSE,FY,Chemistry,What is a biodegradable polymer? Give an example.,2020,4
321,CSE,FY,Chemistry,What are the allotropes of carbon?,2020,4
322,CSE,FY,Chemistry,Define 'electrolyte'.,2020,4
323,CSE,FY,Mechanics,State and prove Lami's theorem.,2020,8
324,CSE,FY,Mechanics,Define kinetics and kinematics.,2020,4
325,CSE,FY,Mechanics,State Newton's law of universal gravitation.,2020,6
326,CSE,FY,Mechanics,What is a Free Body Diagram?,2020,4
327,CSE,FY,Mechanics,State the impulse-momentum principle.,2020,6
328,CSE,FY,Mechanics,State the principle of conservation of energy.,2020,6
329,CSE,FY,Mechanics,Define friction and its types.,2020,4
330,CSE,FY,Mechanics,Define 'moment' and 'couple'.,2020,4
331,CSE,FY,Mechanics,A 600N force is applied to a 100kg crate on a level surface with a coefficient of kinetic friction of 0.2. Find the acceleration of the crate.,2020,8
332,CSE,FY,Mechanics,What is the instantaneous center of rotation?,2020,6
333,CSE,FY,Mechanics,Define the coefficient of restitution.,2020,4
334,CSE,FY,Mechanics,What are the conditions for static equilibrium?,2020,4
335,CSE,FY,Mechanics,Define 'work' and 'power'.,2020,4
336,CSE,FY,Mechanics,A car starting from rest has a uniform acceleration of 2 m/s^2. What is its velocity after 5 seconds?,2020,8
337,CSE,FY,Basic Electrical Engg,Explain Kirchhoff's laws with a suitable example.,2020,8
338,CSE,FY,Basic Electrical Engg,State Ohm's law and mention its limitations.,2020,4
339,CSE,FY,Basic Electrical Engg,Derive the formula for resistors in series.,2020,6
